Reference,Area,2000-2002,2001-2003,2002-2004,2003-2005,2004-2006,2005-2007,2006-2008,2007-2009,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016,2015-2017,2016-2018,2017-2019
http://statistics.gov.scot/id/statistical-geography/S13002718,Airdrie North,21,32,40,41,46,42,48,54,59,58,49,51,56,65,70,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003049,Airdrie North,"","","","","","","","","","","","","","","",59,47,38
http://statistics.gov.scot/id/statistical-geography/S13002722,Airdrie South,28,40,48,56,66,71,69,59,56,50,52,49,59,54,50,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003053,Airdrie South,"","","","","","","","","","","","","","","",41,36,27
http://statistics.gov.scot/id/statistical-geography/S13002486,Airyhall / Broomhill / Garthdee,33,20,20,25,28,30,33,46,64,67,58,38,33,37,42,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002845,Airyhall/Broomhill/Garthdee,"","","","","","","","","","","","","","","",41,42,46
http://statistics.gov.scot/id/statistical-geography/S13002583,Almond,24,26,38,43,43,40,43,56,61,90,125,159,154,157,160,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002919,Almond,"","","","","","","","","","","","","","","",252,239,233
http://statistics.gov.scot/id/statistical-geography/S13002746,Almond and Earn,16,17,16,26,35,43,42,29,24,23,26,25,18,15,8,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003071,Almond and Earn,"","","","","","","","","","","","","","","",9,13,18
http://statistics.gov.scot/id/statistical-geography/S13002608,An Taobh Siar agus Nis,6,4,3,3,3,2,0,5,7,12,9,11,10,12,8,10,7,8
http://statistics.gov.scot/id/statistical-geography/S13002650,Anderston / City,22,26,29,27,20,15,17,15,17,21,30,46,56,70,60,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002976,Anderston/City/Yorkhill,"","","","","","","","","","","","","","","",49,37,30
http://statistics.gov.scot/id/statistical-geography/S13002544,Annandale East and Eskdale,12,13,16,17,19,24,24,21,15,20,23,27,24,28,28,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002891,Annandale East and Eskdale ,"","","","","","","","","","","","","","","",24,24,27
http://statistics.gov.scot/id/statistical-geography/S13002543,Annandale North,22,22,18,22,30,32,27,18,17,20,23,31,39,45,39,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002890,Annandale North,"","","","","","","","","","","","","","","",40,40,48
http://statistics.gov.scot/id/statistical-geography/S13002542,Annandale South,29,21,25,31,34,39,39,48,43,55,54,62,55,52,58,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002889,Annandale South,"","","","","","","","","","","","","","","",61,80,70
http://statistics.gov.scot/id/statistical-geography/S13002553,Annick,29,32,44,59,74,88,82,81,58,53,45,40,33,30,51,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002892,Annick,"","","","","","","","","","","","","","","",74,79,67
http://statistics.gov.scot/id/statistical-geography/S13002514,Arbroath East and Lunan,112,116,116,108,96,97,92,79,61,63,69,85,74,66,55,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002873,Arbroath East and Lunan,"","","","","","","","","","","","","","","",40,48,42
http://statistics.gov.scot/id/statistical-geography/S13002513,Arbroath West and Letham,97,100,98,92,82,67,73,66,68,55,55,54,49,45,32,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002872,"Arbroath West, Letham and Friockheim","","","","","","","","","","","","","","","",36,36,41
http://statistics.gov.scot/id/statistical-geography/S13002708,Ardrossan and Arran,61,75,85,100,87,81,65,64,64,61,71,68,64,58,70,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003036,Ardrossan and Arran,"","","","","","","","","","","","","","","",47,54,45
http://statistics.gov.scot/id/statistical-geography/S13002828,Armadale and Blackridge,35,36,38,43,47,50,59,56,58,81,116,144,140,136,136,143,141,129
http://statistics.gov.scot/id/statistical-geography/S13002791,Avondale and Stonehouse,23,26,34,33,32,27,27,18,13,10,14,20,29,38,46,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003099,Avondale and Stonehouse,"","","","","","","","","","","","","","","",44,31,21
http://statistics.gov.scot/id/statistical-geography/S13002782,Ayr East,60,55,66,77,88,92,95,90,67,64,59,60,54,67,75,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003090,Ayr East,"","","","","","","","","","","","","","","",69,57,62
http://statistics.gov.scot/id/statistical-geography/S13002781,Ayr North,71,73,83,102,115,122,123,116,99,92,82,89,92,106,119,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003089,Ayr North,"","","","","","","","","","","","","","","",128,130,135
http://statistics.gov.scot/id/statistical-geography/S13002783,Ayr West,35,44,56,70,71,74,80,71,46,32,30,40,40,49,49,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003091,Ayr West,"","","","","","","","","","","","","","","",55,57,59
http://statistics.gov.scot/id/statistical-geography/S13002682,Badenoch and Strathspey,21,16,24,36,51,55,59,72,76,74,73,85,83,62,44,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003009,Badenoch and Strathspey,"","","","","","","","","","","","","","","",39,38,37
http://statistics.gov.scot/id/statistical-geography/S13002660,Baillieston,131,128,132,132,117,81,35,11,28,59,82,99,100,116,101,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002986,Baillieston,"","","","","","","","","","","","","","","",65,49,39
http://statistics.gov.scot/id/statistical-geography/S13002559,Ballochmyle,40,51,60,66,65,70,74,70,68,60,56,46,45,54,67,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002898,Ballochmyle,"","","","","","","","","","","","","","","",84,95,98
http://statistics.gov.scot/id/statistical-geography/S13002504,Banchory and Mid Deeside,13,19,22,18,15,17,24,27,37,37,39,38,32,28,16,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002863,Banchory and Mid Deeside,"","","","","","","","","","","","","","","",27,34,50
http://statistics.gov.scot/id/statistical-geography/S13002489,Banff and District,32,34,29,30,21,15,21,30,48,56,57,41,28,27,34,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002848,Banff and District,"","","","","","","","","","","","","","","",34,29,37
http://statistics.gov.scot/id/statistical-geography/S13002813,Bannockburn,29,28,27,20,12,7,12,31,30,21,1,4,15,23,34,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003121,Bannockburn,"","","","","","","","","","","","","","","",32,29,21
http://statistics.gov.scot/id/statistical-geography/S13002600,"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",7,3,4,3,4,3,1,1,2,3,2,2,3,7,6,5,2,2
http://statistics.gov.scot/id/statistical-geography/S13002578,Barrhead,55,50,48,46,48,36,33,34,41,45,47,41,47,58,67,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002914,"Barrhead, Liboside and Uplawmoor","","","","","","","","","","","","","","","",56,31,19
http://statistics.gov.scot/id/statistical-geography/S13002827,Bathgate,32,36,55,65,80,84,88,103,96,121,142,187,172,173,172,200,191,175
http://statistics.gov.scot/id/statistical-geography/S13002563,Bearsden North,18,20,21,18,10,8,9,10,8,13,18,27,37,48,50,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002902,Bearsden North,"","","","","","","","","","","","","","","",37,20,7
http://statistics.gov.scot/id/statistical-geography/S13002564,Bearsden South,10,7,7,8,4,4,6,6,7,10,12,16,18,27,33,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002903,Bearsden South,"","","","","","","","","","","","","","","",31,26,15
http://statistics.gov.scot/id/statistical-geography/S13002601,Beinn na Foghla agus Uibhist a Tuath,3,4,5,7,10,8,5,3,6,7,4,2,1,3,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S13002725,Bellshill,15,19,24,25,31,36,33,37,37,42,34,32,44,55,64,"","",""
http://statistics.gov.scot/id/statistical-geography/S13003056,Bellshill,"","","","","","","","","","","","","","","",54,43,34
http://statistics.gov.scot/id/statistical-geography/S13002904,Bishopbriggs North and Campsie,"","","","","","","","","","","","","","","",52,50,43
http://statistics.gov.scot/id/statistical-geography/S13002566,Bishopbriggs North and Torrance,27,33,34,28,21,13,10,5,7,13,21,25,27,25,24,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002833,Bishopbriggs South,32,35,45,47,42,27,12,4,11,17,24,32,39,50,43,"","",""
http://statistics.gov.scot/id/statistical-geography/S13002905,Bishopbriggs South,"","","","","","","","","","","","","","","",43,31,26
http://statistics.gov.scot/id/statistical-geography/S13002759,"Bishopton, Bridge of Weir & Langbank",15,18,20,23,24,20,18,20,22,27,32,38,33,28,21,"","",""
