Reference,Area,2000-2002,2001-2003,2002-2004,2003-2005,2004-2006,2005-2007,2006-2008,2007-2009,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016,2015-2017,2016-2018,2017-2019
http://statistics.gov.scot/id/statistical-geography/S02001873,Pollokshaws,"","","","","","","","","","","","",6.88,10,8.7,6.67,5.76,3.82
http://statistics.gov.scot/id/statistical-geography/S02001864,Pollokshields East,"","","","","","","","","","","","",6.33,5.25,6.64,4.21,3.88,1.49
http://statistics.gov.scot/id/statistical-geography/S02001863,Pollokshields West,"","","","","","","","","","","","",4.13,4.85,5.29,4.21,2.76,0.57
http://statistics.gov.scot/id/statistical-geography/S02001727,Polmont,"","","","","","","","","","","","",2.94,3.26,4.4,5.56,7.5,6.25
http://statistics.gov.scot/id/statistical-geography/S02001618,Polwarth,"","","","","","","","","","","","",23.67,24.24,18.06,18.4,17.97,15.32
http://statistics.gov.scot/id/statistical-geography/S02002049,"Port Glasgow Mid, East and Central","","","","","","","","","","","","",9.35,9.02,8.53,8,5.56,4.51
http://statistics.gov.scot/id/statistical-geography/S02002050,Port Glasgow Upper East,"","","","","","","","","","","","",12.03,9.77,9.49,7.59,7.04,6.67
http://statistics.gov.scot/id/statistical-geography/S02002048,"Port Glasgow Upper, West and Central","","","","","","","","","","","","",7.87,8.09,11.05,8.98,9.46,4.03
http://statistics.gov.scot/id/statistical-geography/S02001294,Portlethen,"","","","","","","","","","","","",15.09,16.67,15.45,10.45,8.93,13.89
http://statistics.gov.scot/id/statistical-geography/S02001632,Portobello,"","","","","","","","","","","","",30.3,34.33,28.12,30.77,23.64,24.79
http://statistics.gov.scot/id/statistical-geography/S02001324,"Portsoy, Fordyce and Cornhill","","","","","","","","","","","","",5.63,5.8,9.86,11.11,10.96,14.29
http://statistics.gov.scot/id/statistical-geography/S02001942,Possil Park,"","","","","","","","","","","","",4.85,5.05,10.24,10.53,11.17,5.78
http://statistics.gov.scot/id/statistical-geography/S02002219,"Powmill, Cleish and Scotlandwell","","","","","","","","","","","","",0,1.75,1.59,4.48,2.63,3.61
http://statistics.gov.scot/id/statistical-geography/S02001610,Prestonfield,"","","","","","","","","","","","",21.43,17.89,12.5,12.37,10.96,13.64
http://statistics.gov.scot/id/statistical-geography/S02002348,Prestwick Airport and Monkton,"","","","","","","","","","","","",12.86,12.16,12.82,12.22,13.83,18.45
http://statistics.gov.scot/id/statistical-geography/S02002347,Prestwick East,"","","","","","","","","","","","",7.41,14.02,23.48,26.72,25.21,22.12
http://statistics.gov.scot/id/statistical-geography/S02002346,Prestwick West,"","","","","","","","","","","","",15.12,15.29,16.46,15.91,11.63,12.33
http://statistics.gov.scot/id/statistical-geography/S02002486,Pumpherston and Uphall Station,"","","","","","","","","","","","",24.24,27.69,23.88,26.67,26.67,23.68
http://statistics.gov.scot/id/statistical-geography/S02001685,Queensferry East,"","","","","","","","","","","","",20.29,18.6,14.29,14,19.59,25.53
http://statistics.gov.scot/id/statistical-geography/S02001686,Queensferry West,"","","","","","","","","","","","",28.32,26.56,21.43,22.52,22.22,25.2
http://statistics.gov.scot/id/statistical-geography/S02002096,"Rafford, Dallas, Dyke to Dava","","","","","","","","","","","","",13.85,10.61,7.89,8.75,9.3,11.25
http://statistics.gov.scot/id/statistical-geography/S02002253,Rannoch and Aberfeldy,"","","","","","","","","","","","",6.86,7.61,9.21,9.76,8.54,9.09
http://statistics.gov.scot/id/statistical-geography/S02002450,Raploch,"","","","","","","","","","","","",4.38,7.52,8.82,7.94,6.94,6
http://statistics.gov.scot/id/statistical-geography/S02001683,"Ratho, Ingliston and Gogar","","","","","","","","","","","","",32.63,23.3,21.7,16.1,14.16,14.04
http://statistics.gov.scot/id/statistical-geography/S02001728,Redding,"","","","","","","","","","","","",6.25,9.26,10.28,8.57,6.82,4.71
http://statistics.gov.scot/id/statistical-geography/S02001724,Reddingmuirhead and Overton,"","","","","","","","","","","","",1.36,2.76,4.93,4,3.15,0.91
http://statistics.gov.scot/id/statistical-geography/S02002281,Renfrew East,"","","","","","","","","","","","",9.6,8.47,9.17,9.91,5.17,3.39
http://statistics.gov.scot/id/statistical-geography/S02002282,Renfrew North,"","","","","","","","","","","","",9.9,10.19,8.18,6.36,5.53,4.55
http://statistics.gov.scot/id/statistical-geography/S02002280,Renfrew South,"","","","","","","","","","","","",9.92,10.17,8.2,9.02,8.18,6.25
http://statistics.gov.scot/id/statistical-geography/S02002279,Renfrew West,"","","","","","","","","","","","",7.58,9.56,10.34,10.3,5,4.58
http://statistics.gov.scot/id/statistical-geography/S02002256,Renfrewshire Rural North and Langbank,"","","","","","","","","","","","",12.9,11.96,15.5,9.23,6.38,2.45
http://statistics.gov.scot/id/statistical-geography/S02002255,Renfrewshire Rural South and Howwood,"","","","","","","","","","","","",9.91,9.47,10.31,7.29,7.92,3.3
http://statistics.gov.scot/id/statistical-geography/S02001637,Restalrig (Loganlea) and Craigentinny West,"","","","","","","","","","","","",26.62,22.73,24.11,23.45,29.03,26.05
http://statistics.gov.scot/id/statistical-geography/S02001638,Restalrig and Lochend,"","","","","","","","","","","","",26.74,27.33,28.07,29.05,24.26,19.08
http://statistics.gov.scot/id/statistical-geography/S02001408,Rhins North,"","","","","","","","","","","","",15.58,13.95,13.25,15.48,14.47,15.49
http://statistics.gov.scot/id/statistical-geography/S02001409,Rhins South,"","","","","","","","","","","","",10.42,13.33,11.11,10,19.05,16.67
http://statistics.gov.scot/id/statistical-geography/S02001916,Riddrie and Hogganfield,"","","","","","","","","","","","",11.24,12.05,10.06,7.73,9.09,9.32
http://statistics.gov.scot/id/statistical-geography/S02001918,Robroyston and Millerston,"","","","","","","","","","","","",9.92,9.26,8.76,5.47,3.76,3.74
http://statistics.gov.scot/id/statistical-geography/S02001529,Rosebank and Waterside,"","","","","","","","","","","","",11.43,10.56,10.53,9.85,6.61,4.47
http://statistics.gov.scot/id/statistical-geography/S02001339,Rosehearty and Strathbeg,"","","","","","","","","","","","",10.62,11.83,14.37,14.36,16.57,21.16
http://statistics.gov.scot/id/statistical-geography/S02001246,Rosemount,"","","","","","","","","","","","",11.56,11.47,11.9,9.14,11.73,16.57
http://statistics.gov.scot/id/statistical-geography/S02002057,Roslin and Bilston,"","","","","","","","","","","","",22.43,21.88,23.6,24.42,28.21,33.75
http://statistics.gov.scot/id/statistical-geography/S02002013,Ross and Cromarty Central,"","","","","","","","","","","","",17.5,13.25,10.13,7.79,10.14,9.26
http://statistics.gov.scot/id/statistical-geography/S02002014,Ross and Cromarty East,"","","","","","","","","","","","",13.58,16,24.66,22.73,19.74,11.25
http://statistics.gov.scot/id/statistical-geography/S02002012,Ross and Cromarty North West,"","","","","","","","","","","","",18.99,13.89,7.81,12.5,16.67,16.07
http://statistics.gov.scot/id/statistical-geography/S02002011,Ross and Cromarty South West,"","","","","","","","","","","","",14.81,15.79,17.86,23.33,25.93,25.58
http://statistics.gov.scot/id/statistical-geography/S02001761,Rosyth Central,"","","","","","","","","","","","",20,18.97,19.3,16.67,18.87,22.55
http://statistics.gov.scot/id/statistical-geography/S02001760,Rosyth East,"","","","","","","","","","","","",21.55,17.92,12.63,17.44,20.93,27.5
http://statistics.gov.scot/id/statistical-geography/S02001759,Rosyth North,"","","","","","","","","","","","",13,8.65,11,16.16,23.16,25.84
http://statistics.gov.scot/id/statistical-geography/S02001762,Rosyth South,"","","","","","","","","","","","",18.64,17.44,16.88,19.86,17.07,20.2
http://statistics.gov.scot/id/statistical-geography/S02001382,Rothesay Town,"","","","","","","","","","","","",12.5,16.88,17.44,15.53,12.39,7.69
http://statistics.gov.scot/id/statistical-geography/S02001926,"Roystonhill, Blochairn, and Provanmill","","","","","","","","","","","","",6.71,7.05,7.52,9.76,7.76,5.77
http://statistics.gov.scot/id/statistical-geography/S02001941,Ruchill,"","","","","","","","","","","","",10.84,13.1,12.04,10.34,7.83,5.71
http://statistics.gov.scot/id/statistical-geography/S02002075,Rural Keith and Strathisla,"","","","","","","","","","","","",9.68,11.48,8.57,11.43,8.7,12.07
http://statistics.gov.scot/id/statistical-geography/S02002051,Rural South Midlothian,"","","","","","","","","","","","",14.49,15.19,15.46,15.08,14.67,14.02
http://statistics.gov.scot/id/statistical-geography/S02001740,Saline and Gowkhall,"","","","","","","","","","","","",12.9,10,9.43,14.81,15.79,18.57
http://statistics.gov.scot/id/statistical-geography/S02002111,Saltcoats Central,"","","","","","","","","","","","",9.92,11.43,13.56,21.36,23.3,23.15
http://statistics.gov.scot/id/statistical-geography/S02002116,Saltcoats North East,"","","","","","","","","","","","",6.74,10.44,16.93,22.4,27.98,28.85
http://statistics.gov.scot/id/statistical-geography/S02002115,Saltcoats North West,"","","","","","","","","","","","",19.4,20,18.92,20.9,20.34,20.41
http://statistics.gov.scot/id/statistical-geography/S02001401,Sauchie,"","","","","","","","","","","","",3.72,5.24,5.31,4.35,5.8,6.7
http://statistics.gov.scot/id/statistical-geography/S02002241,Scone,"","","","","","","","","","","","",9.35,3.81,3.54,3.51,4.59,7.21
http://statistics.gov.scot/id/statistical-geography/S02001962,Scotstoun North and East,"","","","","","","","","","","","",8.33,11.98,10.24,7.03,3.65,1.58
http://statistics.gov.scot/id/statistical-geography/S02001963,Scotstoun South and West,"","","","","","","","","","","","",9.21,11.18,13.43,11.68,10,7.35
http://statistics.gov.scot/id/statistical-geography/S02002022,Seaboard,"","","","","","","","","","","","",10.56,10.85,10.17,10.43,8.2,10.32
http://statistics.gov.scot/id/statistical-geography/S02002201,Seafar,"","","","","","","","","","","","",10.17,11.71,8.82,9.3,7.14,8.25
http://statistics.gov.scot/id/statistical-geography/S02002495,Seafield,"","","","","","","","","","","","",14,15.79,24.19,20.9,24.62,20
http://statistics.gov.scot/id/statistical-geography/S02001264,Seaton,"","","","","","","","","","","","",11.59,13.38,11.73,9.15,9.85,15.87
http://statistics.gov.scot/id/statistical-geography/S02002321,Selkirk,"","","","","","","","","","","","",10.37,12.26,12.33,11.36,8.96,6.06
http://statistics.gov.scot/id/statistical-geography/S02001592,Shandon,"","","","","","","","","","","","",26.14,22.37,16.15,17.17,19.44,16.13
http://statistics.gov.scot/id/statistical-geography/S02002064,Shawfair,"","","","","","","","","","","","",25.56,24.18,16.38,12.03,13.67,15
http://statistics.gov.scot/id/statistical-geography/S02002409,Shawfield and Clincarthill,"","","","","","","","","","","","",15.87,10.26,7.84,4.3,5.15,4.67
http://statistics.gov.scot/id/statistical-geography/S02001422,Shawhead,"","","","","","","","","","","","",12.04,13.54,7.69,12.26,15.75,18.33
http://statistics.gov.scot/id/statistical-geography/S02002177,Shawhead and Whifflet,"","","","","","","","","","","","",15.31,15.05,12.84,10.26,7.89,6.36
http://statistics.gov.scot/id/statistical-geography/S02001871,Shawlands East,"","","","","","","","","","","","",14.29,16.28,14.63,12.28,11.61,5.77
http://statistics.gov.scot/id/statistical-geography/S02001870,Shawlands West,"","","","","","","","","","","","",9.33,9.21,9.42,7.44,8.7,5.56
http://statistics.gov.scot/id/statistical-geography/S02001271,Sheddocksley,"","","","","","","","","","","","",11.04,14.01,13.29,11.6,13.11,15.57
http://statistics.gov.scot/id/statistical-geography/S02002322,Shetland South,"","","","","","","","","","","","",12.5,12.24,12.09,11.65,14.14,15.84
http://statistics.gov.scot/id/statistical-geography/S02001910,Shettleston North,"","","","","","","","","","","","",8.09,10.47,13.55,15.69,12,8.05
http://statistics.gov.scot/id/statistical-geography/S02001897,Shettleston South,"","","","","","","","","","","","",10.1,12.63,11.11,12.9,8.05,7.95
http://statistics.gov.scot/id/statistical-geography/S02001722,Shieldhill,"","","","","","","","","","","","",1.32,2.47,7.04,8.82,8.82,4.11
http://statistics.gov.scot/id/statistical-geography/S02001493,Shortlees,"","","","","","","","","","","","",9.17,10.89,14.8,19.69,22.61,21.16
http://statistics.gov.scot/id/statistical-geography/S02002147,Shotts,"","","","","","","","","","","","",8.78,8.96,10.83,10.17,6.92,3.65
http://statistics.gov.scot/id/statistical-geography/S02001925,Sighthill,"","","","","","","","","","","","",10.62,13.33,12.77,10.53,7.69,9.09
http://statistics.gov.scot/id/statistical-geography/S02001672,Silverknowes and Davidson's Mains,"","","","","","","","","","","","",31.11,26.8,20.41,19.78,16.67,17.39
http://statistics.gov.scot/id/statistical-geography/S02002383,Silvertonhill,"","","","","","","","","","","","",3.77,14.06,14.49,15.71,8.77,6.78
http://statistics.gov.scot/id/statistical-geography/S02002130,Skelmorlie and Rural,"","","","","","","","","","","","",6.38,11.11,17.86,15.09,18.18,12.5
http://statistics.gov.scot/id/statistical-geography/S02002009,Skye North East,"","","","","","","","","","","","",18.81,18.37,17.35,22.47,24.14,20.73
http://statistics.gov.scot/id/statistical-geography/S02002010,Skye North West,"","","","","","","","","","","","",20.59,12.9,12.5,9.68,8.77,8.62
http://statistics.gov.scot/id/statistical-geography/S02002008,Skye South,"","","","","","","","","","","","",23.08,21.88,16.9,21.13,20.9,16.39
http://statistics.gov.scot/id/statistical-geography/S02001589,Slateford and Chesser,"","","","","","","","","","","","",21.67,17.37,19.55,21.18,21.52,19.18
http://statistics.gov.scot/id/statistical-geography/S02001344,South Angus,"","","","","","","","","","","","",9.46,7.25,5.56,7.69,6.35,8.89
http://statistics.gov.scot/id/statistical-geography/S02001513,South Castlehill and Thorn,"","","","","","","","","","","","",10.64,14.91,15.62,15.93,10.48,5.88
http://statistics.gov.scot/id/statistical-geography/S02001682,South Gyle,"","","","","","","","","","","","",26.67,23.68,19.59,17.45,15.13,9.46
http://statistics.gov.scot/id/statistical-geography/S02001644,South Leith,"","","","","","","","","","","","",27.11,29.81,25,28.74,23.75,24.1
http://statistics.gov.scot/id/statistical-geography/S02001690,South Lewis,"","","","","","","","","","","","",11.54,5.56,8.51,8.51,8.89,9.09
http://statistics.gov.scot/id/statistical-geography/S02002073,South Speyside and the Cabrach,"","","","","","","","","","","","",17.44,14.77,12.9,9.18,7.78,11.11
http://statistics.gov.scot/id/statistical-geography/S02001575,South Thornliebank and Woodfarm,"","","","","","","","","","","","",6.36,6.12,8.11,8.47,9.6,8.06
http://statistics.gov.scot/id/statistical-geography/S02001499,Southcraig and Beansburn,"","","","","","","","","","","","",7.6,10.32,10.6,9.94,10.6,8.02
http://statistics.gov.scot/id/statistical-geography/S02002412,Spittal,"","","","","","","","","","","","",12.99,15.38,15.71,16.67,13.64,9.57
http://statistics.gov.scot/id/statistical-geography/S02001922,Springburn,"","","","","","","","","","","","",11.18,11.69,12.84,14.29,11.41,9.21
http://statistics.gov.scot/id/statistical-geography/S02001923,Springburn East and Cowlairs,"","","","","","","","","","","","",11.41,12.63,12.15,12.5,8.54,6.43
http://statistics.gov.scot/id/statistical-geography/S02002098,Springside and Rural,"","","","","","","","","","","","",12.05,13.75,20.73,27.27,22.37,22.06
http://statistics.gov.scot/id/statistical-geography/S02001835,St Andrews Central,"","","","","","","","","","","","",15.56,21.43,23.08,13.51,11.11,9.3
http://statistics.gov.scot/id/statistical-geography/S02001837,St Andrews North and Strathkinness,"","","","","","","","","","","","",12.5,8.57,0,0,0,0.0
http://statistics.gov.scot/id/statistical-geography/S02001834,St Andrews South East,"","","","","","","","","","","","",16.9,15.58,15.62,7.94,5,4.41
http://statistics.gov.scot/id/statistical-geography/S02001836,St Andrews South West,"","","","","","","","","","","","",9.21,8.11,9.21,5.56,1.64,0.0
http://statistics.gov.scot/id/statistical-geography/S02002313,St Boswells and Newtown Area,"","","","","","","","","","","","",18.56,14.61,11.63,13.43,8.7,8.22
http://statistics.gov.scot/id/statistical-geography/S02002420,St Leonards North,"","","","","","","","","","","","",4.31,10.81,10.48,11.02,5.5,5.6
http://statistics.gov.scot/id/statistical-geography/S02002421,St Leonards South,"","","","","","","","","","","","",11.21,12.96,21.43,16.67,16.83,6.52
http://statistics.gov.scot/id/statistical-geography/S02001831,St Monans and Pittenweem,"","","","","","","","","","","","",27.27,25.56,25.32,19.44,21.21,23.33
http://statistics.gov.scot/id/statistical-geography/S02001570,Stamperland,"","","","","","","","","","","","",6.48,11.54,11.3,9.48,5.93,6.36
http://statistics.gov.scot/id/statistical-geography/S02002148,Stane,"","","","","","","","","","","","",8.43,14.44,18.39,15.62,6.98,6.32
http://statistics.gov.scot/id/statistical-geography/S02002250,Stanley and Murthly,"","","","","","","","","","","","",3.96,1.96,1.83,5.13,8.04,10.62
http://statistics.gov.scot/id/statistical-geography/S02001587,Stenhouse and Saughton Mains,"","","","","","","","","","","","",19.2,19.57,18.86,21.24,19.82,20.39
http://statistics.gov.scot/id/statistical-geography/S02001707,Stenhousemuir - Antonshill,"","","","","","","","","","","","",2.5,2.56,6.35,7.81,7.81,3.08
http://statistics.gov.scot/id/statistical-geography/S02001706,Stenhousemuir East,"","","","","","","","","","","","",1.04,2.78,3.37,2.15,1.22,1.08
http://statistics.gov.scot/id/statistical-geography/S02001705,Stenhousemuir West,"","","","","","","","","","","","",4.3,6.45,9.09,9.09,5.95,4.82
http://statistics.gov.scot/id/statistical-geography/S02002194,Stepps,"","","","","","","","","","","","",7.69,7.41,6.67,7.14,4.17,1.33
http://statistics.gov.scot/id/statistical-geography/S02002110,Stevenston Ardeer,"","","","","","","","","","","","",4.21,8.49,8.62,14.52,16.39,17.5
http://statistics.gov.scot/id/statistical-geography/S02002118,Stevenston Hayocks,"","","","","","","","","","","","",10.46,10.74,11.94,11.54,16.55,18.92
http://statistics.gov.scot/id/statistical-geography/S02002117,Stevenston North West,"","","","","","","","","","","","",9.72,13.04,12.31,9.38,15.15,15.25
http://statistics.gov.scot/id/statistical-geography/S02002424,Stewartfield East,"","","","","","","","","","","","",3.33,4.55,7.58,4.62,3.7,0.0
http://statistics.gov.scot/id/statistical-geography/S02002425,Stewartfield West,"","","","","","","","","","","","",10.23,10.13,13.4,12.5,8.08,4.3
http://statistics.gov.scot/id/statistical-geography/S02001487,Stewarton East,"","","","","","","","","","","","",8.4,11.11,18.49,24.53,23.53,17.39
http://statistics.gov.scot/id/statistical-geography/S02001488,Stewarton West,"","","","","","","","","","","","",14.14,9.57,14.46,17.35,22.89,22.78
http://statistics.gov.scot/id/statistical-geography/S02001452,Stobswell,"","","","","","","","","","","","",12.73,10.16,9.29,11,9.28,8.05
http://statistics.gov.scot/id/statistical-geography/S02001658,Stockbridge,"","","","","","","","","","","","",26.32,23.53,21.93,24.72,21.57,15.75
http://statistics.gov.scot/id/statistical-geography/S02001269,Stockethill,"","","","","","","","","","","","",8.21,8.85,8.91,9.18,9.44,16.58
http://statistics.gov.scot/id/statistical-geography/S02001292,Stonehaven North,"","","","","","","","","","","","",14.29,13.64,12.23,6.11,6.77,11.2
http://statistics.gov.scot/id/statistical-geography/S02001291,Stonehaven South,"","","","","","","","","","","","",18.34,17.83,14.48,11.35,13.91,15.22
http://statistics.gov.scot/id/statistical-geography/S02002376,Stonehouse,"","","","","","","","","","","","",9.7,12.8,15.33,11.49,7.56,3.28
http://statistics.gov.scot/id/statistical-geography/S02001694,Stornoway East,"","","","","","","","","","","","",6.12,6.33,7.58,12.5,12.31,10.94
http://statistics.gov.scot/id/statistical-geography/S02001693,Stornoway West,"","","","","","","","","","","","",6.09,5.56,7.45,7.14,8.99,5.26
http://statistics.gov.scot/id/statistical-geography/S02002058,Straiton,"","","","","","","","","","","","",35.48,35,27.87,28.36,19.12,23.44
http://statistics.gov.scot/id/statistical-geography/S02001406,Stranraer East,"","","","","","","","","","","","",8.7,8.89,14.12,10.84,14.81,12.16
http://statistics.gov.scot/id/statistical-geography/S02001407,Stranraer South,"","","","","","","","","","","","",9.24,10.81,13.68,10.08,10.16,8.13
http://statistics.gov.scot/id/statistical-geography/S02001405,Stranraer West,"","","","","","","","","","","","",13.48,11.43,16.55,19.61,22.7,17.36
http://statistics.gov.scot/id/statistical-geography/S02002378,Strathaven North,"","","","","","","","","","","","",1.45,4.55,3.33,14.29,13.04,12.24
http://statistics.gov.scot/id/statistical-geography/S02002377,Strathaven South,"","","","","","","","","","","","",7.14,6.25,10.1,10.28,8.26,6.42
http://statistics.gov.scot/id/statistical-geography/S02001868,Strathbungo,"","","","","","","","","","","","",8.86,10.77,12.06,8.65,7.2,3.72
http://statistics.gov.scot/id/statistical-geography/S02002213,"Stromness, Sandwick and Stenness","","","","","","","","","","","","",11.54,11.54,8.33,9.86,18.03,18.33
http://statistics.gov.scot/id/statistical-geography/S02002375,Strutherhill,"","","","","","","","","","","","",13.08,22.96,25.55,20.95,10.4,8.77
http://statistics.gov.scot/id/statistical-geography/S02001244,Summerhill,"","","","","","","","","","","","",13.55,12.5,10.07,8.15,12.03,18.75
http://statistics.gov.scot/id/statistical-geography/S02001945,Summerston Central and West,"","","","","","","","","","","","",8.46,11.19,10.57,10.17,9.57,8
http://statistics.gov.scot/id/statistical-geography/S02001946,Summerston North,"","","","","","","","","","","","",7.97,10.74,10.71,7.77,11.96,10.11
http://statistics.gov.scot/id/statistical-geography/S02001424,Summerville,"","","","","","","","","","","","",11.88,9.4,12.84,14.67,17.65,15.03
http://statistics.gov.scot/id/statistical-geography/S02002175,Sunnyside and Cliftonville,"","","","","","","","","","","","",8.54,12.68,11.29,10.81,5.83,2.02
http://statistics.gov.scot/id/statistical-geography/S02002025,Sutherland East,"","","","","","","","","","","","",27.84,27.37,21.69,17.65,13.95,13.64
http://statistics.gov.scot/id/statistical-geography/S02002033,Sutherland North and West,"","","","","","","","","","","","",9.26,5.36,5.97,7.81,11.32,11.63
http://statistics.gov.scot/id/statistical-geography/S02002024,Sutherland South,"","","","","","","","","","","","",22.05,23.68,20,20.2,9.89,11.11
http://statistics.gov.scot/id/statistical-geography/S02002023,Tain,"","","","","","","","","","","","",20.9,18.8,20.69,13.64,15.96,16
http://statistics.gov.scot/id/statistical-geography/S02001840,Tayport,"","","","","","","","","","","","",17.89,21.93,22.94,20.72,14.15,8.26
http://statistics.gov.scot/id/statistical-geography/S02001583,The Calders,"","","","","","","","","","","","",16.02,19.64,21.83,22.97,21.47,19.65
http://statistics.gov.scot/id/statistical-geography/S02001451,The Glens,"","","","","","","","","","","","",10.1,12.87,12.23,12.28,7.93,5.02
http://statistics.gov.scot/id/statistical-geography/S02001612,The Grange,"","","","","","","","","","","","",25,20,8.7,9.26,9.78,13.79
http://statistics.gov.scot/id/statistical-geography/S02001608,The Inch,"","","","","","","","","","","","",25,24.1,23.2,22.82,25,21.72
http://statistics.gov.scot/id/statistical-geography/S02002434,The Murray,"","","","","","","","","","","","",14.29,19.35,19.05,18.68,14.29,8.6
http://statistics.gov.scot/id/statistical-geography/S02001642,The Shore and Constitution Street,"","","","","","","","","","","","",33.61,30.84,29.02,25.37,27,24.86
http://statistics.gov.scot/id/statistical-geography/S02001420,Thornhill,"","","","","","","","","","","","",12.66,12.2,16.13,18.57,26.23,26.15
http://statistics.gov.scot/id/statistical-geography/S02001798,Thornton and Kinglassie,"","","","","","","","","","","","",11.7,10.44,12.21,15.03,16.78,17.81
http://statistics.gov.scot/id/statistical-geography/S02002426,"Thorntonhall, Jackton and Gardenhall","","","","","","","","","","","","",4.46,4.96,5.45,2.73,1.87,0.99
http://statistics.gov.scot/id/statistical-geography/S02002065,Thornybank,"","","","","","","","","","","","",28.97,22.08,18.12,13.33,17.78,18.97
http://statistics.gov.scot/id/statistical-geography/S02002187,Thrashbush,"","","","","","","","","","","","",12.72,14.52,16.39,13.45,10.56,5.13
http://statistics.gov.scot/id/statistical-geography/S02002031,Thurso East,"","","","","","","","","","","","",18.42,13.89,14.49,14.29,17.46,15.63
http://statistics.gov.scot/id/statistical-geography/S02002032,Thurso West,"","","","","","","","","","","","",18.71,16.44,9.4,9.74,6.96,7.09
http://statistics.gov.scot/id/statistical-geography/S02001398,Tillicoultry,"","","","","","","","","","","","",4.55,8.65,9.43,7.62,6.31,6.19
http://statistics.gov.scot/id/statistical-geography/S02001266,Tillydrone,"","","","","","","","","","","","",10.43,11.96,11.88,12.65,13.02,16.39
http://statistics.gov.scot/id/statistical-geography/S02001620,Tollcross,"","","","","","","","","","","","",30.73,30.43,23.29,23.08,22,22.09
http://statistics.gov.scot/id/statistical-geography/S02001911,Tollcross,"","","","","","","","","","","","",8.05,14.86,12.18,12.1,11.81,11.43
http://statistics.gov.scot/id/statistical-geography/S02001518,Torrance and Balmore,"","","","","","","","","","","","",17.65,22,20.37,20,14.75,10.45
http://statistics.gov.scot/id/statistical-geography/S02001258,Torry East,"","","","","","","","","","","","",10.81,10.55,10.39,9.28,10,17.84
http://statistics.gov.scot/id/statistical-geography/S02001257,Torry West,"","","","","","","","","","","","",11.65,13.06,13.82,10.98,11.16,17.11
http://statistics.gov.scot/id/statistical-geography/S02001888,Toryglen and Oatlands,"","","","","","","","","","","","",11.06,11.4,9.62,9.91,7.09,4.92
http://statistics.gov.scot/id/statistical-geography/S02002174,Townhead,"","","","","","","","","","","","",9.74,8.97,11.04,13.1,11.28,6.25
http://statistics.gov.scot/id/statistical-geography/S02001651,Trinity,"","","","","","","","","","","","",16.52,12.5,15.13,16.41,18.8,17.39
http://statistics.gov.scot/id/statistical-geography/S02001650,Trinity East and The Dudleys,"","","","","","","","","","","","",28,22.95,17.46,16.91,18.12,20.14
http://statistics.gov.scot/id/statistical-geography/S02002353,Troon,"","","","","","","","","","","","",11.32,18,20.45,23.38,15.38,22.62
http://statistics.gov.scot/id/statistical-geography/S02001425,Troqueer,"","","","","","","","","","","","",12.5,17.72,17.39,16.39,14.49,16.42
http://statistics.gov.scot/id/statistical-geography/S02001394,Tullibody North and Glenochil,"","","","","","","","","","","","",1.72,3.11,4.71,4.4,4.74,4.09
http://statistics.gov.scot/id/statistical-geography/S02001393,Tullibody South,"","","","","","","","","","","","",0,4.11,7.3,9.86,6.57,3.91
http://statistics.gov.scot/id/statistical-geography/S02001323,Turriff,"","","","","","","","","","","","",9.32,12.12,9.28,12.61,12.96,16.83
http://statistics.gov.scot/id/statistical-geography/S02001530,Twechar and Harestanes East,"","","","","","","","","","","","",11.39,13.89,15.38,16.25,15.48,10.75
http://statistics.gov.scot/id/statistical-geography/S02002295,Tweeddale East Area,"","","","","","","","","","","","",8.13,5.34,5.76,5.44,5.34,7.32
http://statistics.gov.scot/id/statistical-geography/S02002292,Tweeddale West Area,"","","","","","","","","","","","",11.5,9.48,9.6,10.53,7.81,6.09
http://statistics.gov.scot/id/statistical-geography/S02002401,Uddingston and Gardenside,"","","","","","","","","","","","",7.04,7.95,6.9,4.74,3.2,2.28
http://statistics.gov.scot/id/statistical-geography/S02002512,"Uphall, Dechmont and Ecclesmachan","","","","","","","","","","","","",30.19,26.76,23.57,18.12,17.83,20.38
http://statistics.gov.scot/id/statistical-geography/S02001419,Upper Nithsdale,"","","","","","","","","","","","",11.2,11.94,17.07,16.06,20.77,19.55
http://statistics.gov.scot/id/statistical-geography/S02001741,Valleyfield Culross and Torryburn,"","","","","","","","","","","","",15.38,11.4,11.88,14.16,11.65,16.67
http://statistics.gov.scot/id/statistical-geography/S02002404,Vicarland and Cairns,"","","","","","","","","","","","",17.89,17.6,15.2,9.77,7.97,5.38
http://statistics.gov.scot/id/statistical-geography/S02001960,Victoria Park,"","","","","","","","","","","","",6.33,11.59,15.15,9.86,7.59,3.37
http://statistics.gov.scot/id/statistical-geography/S02002231,"Viewlands, Craigie and Wellshill","","","","","","","","","","","","",6.29,6.21,6.1,6.29,6.79,7.79
http://statistics.gov.scot/id/statistical-geography/S02002167,Viewpark,"","","","","","","","","","","","",5.95,10.13,13.66,14.97,10.44,6.15
http://statistics.gov.scot/id/statistical-geography/S02002206,Village and Castlecary,"","","","","","","","","","","","",11.11,12.38,9.01,4.46,2.88,2.91
http://statistics.gov.scot/id/statistical-geography/S02001797,Wemyss,"","","","","","","","","","","","",10.53,13.16,10.59,13.64,14.44,15.31
