Reference, Area, 1999/00-2001/02,2000/01-2002/03,2001/02-2003/04,2002/03-2004/05,2003/04-2005/06,2004/05-2006/07,2005/06-2007/08,2006/07-2008/09,2007/08-2009/10,2008/09-2010/11,2009/10-2011/12,2010/11-2012/13,2011/12-2013/14,2012/13-2014/15,2013/14-2015/16,2014/15-2016/17,2015/16-2017/18,2016/17-2018/19
http://statistics.gov.scot/id/statistical-geography/S01009023,Harris - 01,"","","","","","","","","","","","",12.5,11.11,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009024,Harris - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011439,Harthill and Salsburgh - 01,"","","","","","","","","","","","",0,9.09,7.69,18.75,11.11,16.67
http://statistics.gov.scot/id/statistical-geography/S01011440,Harthill and Salsburgh - 02,"","","","","","","","","","","","",9.09,12.5,16.67,25,16.67,14.29
http://statistics.gov.scot/id/statistical-geography/S01011441,Harthill and Salsburgh - 03,"","","","","","","","","","","","",41.18,45.45,33.33,23.08,12.5,13.33
http://statistics.gov.scot/id/statistical-geography/S01011442,Harthill and Salsburgh - 04,"","","","","","","","","","","","",15.38,18.18,11.11,0,0,20
http://statistics.gov.scot/id/statistical-geography/S01011443,Harthill and Salsburgh - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011444,Harthill and Salsburgh - 06,"","","","","","","","","","","","",27.27,25,18.18,7.69,9.09,0.00
http://statistics.gov.scot/id/statistical-geography/S01011445,Harthill and Salsburgh - 07,"","","","","","","","","","","","",16.67,7.69,6.67,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011446,Harthill and Salsburgh - 08,"","","","","","","","","","","","",8.33,11.11,0,0,5.56,3.85
http://statistics.gov.scot/id/statistical-geography/S01011525,Hattonrigg - 01,"","","","","","","","","","","","",14.29,12.5,0,14.29,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011526,Hattonrigg - 02,"","","","","","","","","","","","",0,0,6.25,7.69,13.33,8.33
http://statistics.gov.scot/id/statistical-geography/S01011527,Hattonrigg - 03,"","","","","","","","","","","","",9.09,10,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012360,Hawick - Burnfoot - Central,"","","","","","","","","","","","",38.46,10,14.29,7.69,9.09,0.00
http://statistics.gov.scot/id/statistical-geography/S01012362,Hawick - Burnfoot - North,"","","","","","","","","","","","",10,16.67,33.33,54.55,33.33,20
http://statistics.gov.scot/id/statistical-geography/S01012359,Hawick - Burnfoot - South East,"","","","","","","","","","","","",55.56,55.56,15.38,16.67,8.33,25
http://statistics.gov.scot/id/statistical-geography/S01012361,Hawick - Burnfoot - West,"","","","","","","","","","","","",14.29,25,22.22,25,14.29,20
http://statistics.gov.scot/id/statistical-geography/S01012370,Hawick Central - Drumlanrig,"","","","","","","","","","","","",7.14,18.18,18.18,37.5,33.33,25
http://statistics.gov.scot/id/statistical-geography/S01012365,Hawick Central - Millers Knowes,"","","","","","","","","","","","",12.5,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012366,Hawick Central - Town Centre,"","","","","","","","","","","","",11.11,16.67,7.14,15.38,13.33,8.33
http://statistics.gov.scot/id/statistical-geography/S01012364,Hawick Central - Trinity,"","","","","","","","","","","","",8.33,8.33,12.5,7.69,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012367,Hawick Central - Weensland,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012363,Hawick Central - Wellogate,"","","","","","","","","","","","",14.29,15,9.09,13.33,9.09,0.00
http://statistics.gov.scot/id/statistical-geography/S01012372,Hawick North - Commercial Road,"","","","","","","","","","","","",25,16.67,16.67,15.38,9.09,7.14
http://statistics.gov.scot/id/statistical-geography/S01012375,Hawick North - Silverbuthall,"","","","","","","","","","","","",25,22.22,0,0,0,10
http://statistics.gov.scot/id/statistical-geography/S01012374,Hawick North - Stirtches,"","","","","","","","","","","","",22.22,16.67,15.38,11.11,12.5,12.5
http://statistics.gov.scot/id/statistical-geography/S01012373,Hawick North - Wilton Hill,"","","","","","","","","","","","",16.67,13.33,18.18,10,11.11,20
http://statistics.gov.scot/id/statistical-geography/S01012371,Hawick West End - Crumhaugh,"","","","","","","","","","","","",18.75,16.67,14.29,7.69,0,6.67
http://statistics.gov.scot/id/statistical-geography/S01012369,Hawick West End - Crumhaughill and Parkdaill,"","","","","","","","","","","","",8.33,9.09,18.18,8.33,9.09,0.00
http://statistics.gov.scot/id/statistical-geography/S01012368,Hawick West End - Wilton Dean,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009523,Hayfield North,"","","","","","","","","","","","",38.89,50,63.64,50,25,20
http://statistics.gov.scot/id/statistical-geography/S01009525,Hayfield South,"","","","","","","","","","","","",22.22,15.38,9.09,11.11,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012632,Hazelbank and Kirkfieldbank - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012633,Hazelbank and Kirkfieldbank - 02,"","","","","","","","","","","","",0,9.09,11.11,12.5,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012634,Hazelbank and Kirkfieldbank - 03,"","","","","","","","","","","","",42.86,33.33,28.57,0,0,11.11
http://statistics.gov.scot/id/statistical-geography/S01012635,Hazelbank and Kirkfieldbank - 04,"","","","","","","","","","","","",10,14.29,14.29,14.29,9.09,8.33
http://statistics.gov.scot/id/statistical-geography/S01012636,Hazelbank and Kirkfieldbank - 05,"","","","","","","","","","","","",14.29,12.5,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006547,Hazlehead - 01,"","","","","","","","","","","","",0,0,4.35,11.76,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01006548,Hazlehead - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006549,Hazlehead - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006550,Hazlehead - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006551,Hazlehead - 05,"","","","","","","","","","","","",7.69,7.69,15.38,18.18,20,0.00
http://statistics.gov.scot/id/statistical-geography/S01006552,Hazlehead - 06,"","","","","","","","","","","","",0,0,0,7.69,7.69,8.33
http://statistics.gov.scot/id/statistical-geography/S01009067,Head of Muir and Dennyloanhead - 01,"","","","","","","","","","","","",4.76,11.76,18.18,9.09,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009068,Head of Muir and Dennyloanhead - 02,"","","","","","","","","","","","",12.5,8.33,7.14,0,7.14,10
http://statistics.gov.scot/id/statistical-geography/S01009069,Head of Muir and Dennyloanhead - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009070,Head of Muir and Dennyloanhead - 04,"","","","","","","","","","","","",0,0,0,20,22.22,18.18
http://statistics.gov.scot/id/statistical-geography/S01009305,Headwell Central,"","","","","","","","","","","","",21.43,18.18,11.11,0,6.25,6.67
http://statistics.gov.scot/id/statistical-geography/S01009302,Headwell East,"","","","","","","","","","","","",15,11.11,10,6.67,12.5,14.29
http://statistics.gov.scot/id/statistical-geography/S01009304,Headwell North,"","","","","","","","","","","","",8.33,15.38,20,21.43,8.33,0.00
http://statistics.gov.scot/id/statistical-geography/S01009306,Headwell South West,"","","","","","","","","","","","",14.29,14.29,8.33,6.67,6.45,8
http://statistics.gov.scot/id/statistical-geography/S01012512,Heathfield - 01,"","","","","","","","","","","","",8.33,16.67,20,28.57,25,0.00
http://statistics.gov.scot/id/statistical-geography/S01012513,Heathfield - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012514,Heathfield - 03,"","","","","","","","","","","","",0,0,6.25,8.33,6.25,0.00
http://statistics.gov.scot/id/statistical-geography/S01012515,Heathfield - 04,"","","","","","","","","","","","",22.22,0,14.29,11.11,14.29,0.00
http://statistics.gov.scot/id/statistical-geography/S01012516,Heathfield - 05,"","","","","","","","","","","","",33.33,33.33,33.33,0,0,16.67
http://statistics.gov.scot/id/statistical-geography/S01012517,Heathfield - 06,"","","","","","","","","","","","",9.09,8.33,7.69,9.09,8.33,0.00
http://statistics.gov.scot/id/statistical-geography/S01007622,Heathhall - 01,"","","","","","","","","","","","",0,0,0,0,0,11.11
http://statistics.gov.scot/id/statistical-geography/S01007623,Heathhall - 02,"","","","","","","","","","","","",11.11,11.11,14.29,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007624,Heathhall - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007625,Heathhall - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007626,Heathhall - 05,"","","","","","","","","","","","",6.67,18.18,22.22,18.18,7.14,0.00
http://statistics.gov.scot/id/statistical-geography/S01006726,Heathryfold and Middlefield - 01,"","","","","","","","","","","","",16.67,25.93,20,21.74,21.74,16.67
http://statistics.gov.scot/id/statistical-geography/S01006727,Heathryfold and Middlefield - 02,"","","","","","","","","","","","",15.79,9.52,11.11,25,38.46,43.75
http://statistics.gov.scot/id/statistical-geography/S01006728,Heathryfold and Middlefield - 03,"","","","","","","","","","","","",0,4.35,12.5,17.65,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01006729,Heathryfold and Middlefield - 04,"","","","","","","","","","","","",60,35.29,18.18,6.25,15.38,18.75
http://statistics.gov.scot/id/statistical-geography/S01006730,Heathryfold and Middlefield - 05,"","","","","","","","","","","","",10,12.5,10,8.33,11.11,0.00
http://statistics.gov.scot/id/statistical-geography/S01006731,Heathryfold and Middlefield - 06,"","","","","","","","","","","","",50,40,33.33,8.33,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011091,"Heldon West, Fogwatt to Inchberry - 01","","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011092,"Heldon West, Fogwatt to Inchberry - 02","","","","","","","","","","","","",28.57,16.67,16.67,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011093,"Heldon West, Fogwatt to Inchberry - 03","","","","","","","","","","","","",11.76,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011094,"Heldon West, Fogwatt to Inchberry - 04","","","","","","","","","","","","",0,0,9.09,7.69,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01011095,"Heldon West, Fogwatt to Inchberry - 05","","","","","","","","","","","","",11.11,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007394,Helensburgh Centre - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007395,Helensburgh Centre - 02,"","","","","","","","","","","","",7.69,7.14,7.14,0,0,18.18
http://statistics.gov.scot/id/statistical-geography/S01007396,Helensburgh Centre - 03,"","","","","","","","","","","","",21.74,16.67,20,20,15.79,7.14
http://statistics.gov.scot/id/statistical-geography/S01007397,Helensburgh Centre - 04,"","","","","","","","","","","","",12.5,0,0,12.5,8.33,11.11
http://statistics.gov.scot/id/statistical-geography/S01007398,Helensburgh East - 01,"","","","","","","","","","","","",12.5,25,25,20,16.67,12.5
http://statistics.gov.scot/id/statistical-geography/S01007399,Helensburgh East - 02,"","","","","","","","","","","","",55.56,50,38.46,36.36,16.67,10
http://statistics.gov.scot/id/statistical-geography/S01007400,Helensburgh East - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007401,Helensburgh East - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007402,Helensburgh East - 05,"","","","","","","","","","","","",0,33.33,50,50,20,16.67
http://statistics.gov.scot/id/statistical-geography/S01007403,Helensburgh East - 06,"","","","","","","","","","","","",18.18,7.14,5.88,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007387,Helensburgh North - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007388,Helensburgh North - 02,"","","","","","","","","","","","",20,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007389,Helensburgh North - 03,"","","","","","","","","","","","",14.29,10.53,0,4.55,4.76,6.25
http://statistics.gov.scot/id/statistical-geography/S01007390,Helensburgh North - 04,"","","","","","","","","","","","",0,0,0,8.33,8.33,14.29
http://statistics.gov.scot/id/statistical-geography/S01007391,Helensburgh North - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007392,Helensburgh North - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007393,Helensburgh North - 07,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007381,Helensburgh West and Rhu - 01,"","","","","","","","","","","","",0,0,0,0,0,20
http://statistics.gov.scot/id/statistical-geography/S01007382,Helensburgh West and Rhu - 02,"","","","","","","","","","","","",0,0,0,16.67,14.29,12.5
http://statistics.gov.scot/id/statistical-geography/S01007383,Helensburgh West and Rhu - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007384,Helensburgh West and Rhu - 04,"","","","","","","","","","","","",10.53,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007385,Helensburgh West and Rhu - 05,"","","","","","","","","","","","",11.11,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007386,Helensburgh West and Rhu - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012271,Heriot - Fountainhall - Stow Landward,"","","","","","","","","","","","",0,0,5.88,5,11.54,8
http://statistics.gov.scot/id/statistical-geography/S01012752,High Blantyre - 01,"","","","","","","","","","","","",18.18,0,0,8.33,9.09,11.11
http://statistics.gov.scot/id/statistical-geography/S01012753,High Blantyre - 02,"","","","","","","","","","","","",14.29,16.67,0,20,16.67,14.29
http://statistics.gov.scot/id/statistical-geography/S01012754,High Blantyre - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012755,High Blantyre - 04,"","","","","","","","","","","","",18.18,9.09,0,0,9.09,15.38
http://statistics.gov.scot/id/statistical-geography/S01012756,High Blantyre - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012757,High Blantyre - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012758,High Blantyre - 07,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009083,High Bonnybridge and Greenhill - 01,"","","","","","","","","","","","",16.67,18.18,15.38,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009084,High Bonnybridge and Greenhill - 02,"","","","","","","","","","","","",16.67,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009085,High Bonnybridge and Greenhill - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009086,High Bonnybridge and Greenhill - 04,"","","","","","","","","","","","",0,0,14.29,18.18,22.22,0.00
http://statistics.gov.scot/id/statistical-geography/S01009087,High Bonnybridge and Greenhill - 05,"","","","","","","","","","","","",25,50,50,42.86,14.29,14.29
http://statistics.gov.scot/id/statistical-geography/S01012878,High Crosshill - 01,"","","","","","","","","","","","",6.25,3.7,3.03,3.23,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012879,High Crosshill - 02,"","","","","","","","","","","","",0,6.67,7.69,7.69,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012880,High Crosshill - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012881,High Crosshill - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009280,High Valleyfield East,"","","","","","","","","","","","",35.71,40,40,31.25,9.09,23.08
http://statistics.gov.scot/id/statistical-geography/S01009281,High Valleyfield West,"","","","","","","","","","","","",44.44,22.22,33.33,33.33,40,25
http://statistics.gov.scot/id/statistical-geography/S01013117,Highland - 01,"","","","","","","","","","","","",0,0,0,0,0,10
http://statistics.gov.scot/id/statistical-geography/S01013118,Highland - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013119,Highland - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013120,Highland - 04,"","","","","","","","","","","","",9.09,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013121,Highland - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009411,Hill of Beath,"","","","","","","","","","","","",14.29,10,15.38,15.38,14.29,0.00
http://statistics.gov.scot/id/statistical-geography/S01009409,Hill of Beath and Landward,"","","","","","","","","","","","",33.33,20,10,11.11,14.29,12.5
http://statistics.gov.scot/id/statistical-geography/S01009393,Hillend,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008136,Hillhead - 01,"","","","","","","","","","","","",16.67,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010381,Hillhead - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008137,Hillhead - 02,"","","","","","","","","","","","",6.25,9.09,10,22.22,22.22,8.33
http://statistics.gov.scot/id/statistical-geography/S01010382,Hillhead - 02,"","","","","","","","","","","","",7.14,9.09,10,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008138,Hillhead - 03,"","","","","","","","","","","","",18.18,30.77,40,38.89,31.25,25
http://statistics.gov.scot/id/statistical-geography/S01010383,Hillhead - 03,"","","","","","","","","","","","",0,0,0,"",0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008139,Hillhead - 04,"","","","","","","","","","","","",33.33,36.36,16.67,6.25,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010384,Hillhead - 04,"","","","","","","","","","","","",0,0,0,0,0,6.25
http://statistics.gov.scot/id/statistical-geography/S01008140,Hillhead - 05,"","","","","","","","","","","","",50,25,0,16.67,14.29,12.5
http://statistics.gov.scot/id/statistical-geography/S01010385,Hillhead - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010386,Hillhead - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010387,Hillhead - 07,"","","","","","","","","","","","",7.14,5.26,5,3.85,4.17,0.00
http://statistics.gov.scot/id/statistical-geography/S01012747,Hillhouse - 01,"","","","","","","","","","","","",18.75,18.75,15.38,9.09,20,16.67
http://statistics.gov.scot/id/statistical-geography/S01012748,Hillhouse - 02,"","","","","","","","","","","","",23.81,20,12.5,15.38,8.33,10
http://statistics.gov.scot/id/statistical-geography/S01012749,Hillhouse - 03,"","","","","","","","","","","","",31.25,15.79,10,6.25,7.69,6.67
http://statistics.gov.scot/id/statistical-geography/S01012750,Hillhouse - 04,"","","","","","","","","","","","",20,7.69,14.29,21.43,38.46,21.43
http://statistics.gov.scot/id/statistical-geography/S01012751,Hillhouse - 05,"","","","","","","","","","","","",27.78,35.71,16.67,0,10,18.18
http://statistics.gov.scot/id/statistical-geography/S01009829,Hillington - 01,"","","","","","","","","","","","",8.7,10,5.88,7.69,6.25,6.67
http://statistics.gov.scot/id/statistical-geography/S01009830,Hillington - 02,"","","","","","","","","","","","",22.22,25,23.08,6.25,7.69,7.14
http://statistics.gov.scot/id/statistical-geography/S01009831,Hillington - 03,"","","","","","","","","","","","",30,38.46,18.18,23.08,11.11,25
http://statistics.gov.scot/id/statistical-geography/S01009832,Hillington - 04,"","","","","","","","","","","","",8,7.69,10,7.14,7.14,6.67
http://statistics.gov.scot/id/statistical-geography/S01013042,Hillpark - 01,"","","","","","","","","","","","",5,12.5,15.38,6.25,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013043,Hillpark - 02,"","","","","","","","","","","","",42.86,35.71,18.18,15.38,9.09,25
http://statistics.gov.scot/id/statistical-geography/S01013044,Hillpark - 03,"","","","","","","","","","","","",23.08,33.33,7.69,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013045,Hillpark - 04,"","","","","","","","","","","","",7.14,7.14,0,9.09,9.09,10
http://statistics.gov.scot/id/statistical-geography/S01013046,Hillpark - 05,"","","","","","","","","","","","",25,25,33.33,25,16.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01007221,Hillside - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007222,Hillside - 02,"","","","","","","","","","","","",0,0,12.5,10,11.11,0.00
http://statistics.gov.scot/id/statistical-geography/S01007223,Hillside - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007224,Hillside - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007225,Hillside - 05,"","","","","","","","","","","","",0,9.09,10,18.18,12.5,11.11
http://statistics.gov.scot/id/statistical-geography/S01008806,Hillside and Calton Hill - 01,"","","","","","","","","","","","",5.56,6.67,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008807,Hillside and Calton Hill - 02,"","","","","","","","","","","","",6.25,8.33,5.56,6.67,5.88,0.00
http://statistics.gov.scot/id/statistical-geography/S01008808,Hillside and Calton Hill - 03,"","","","","","","","","","","","",7.14,6.25,5.56,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008809,Hillside and Calton Hill - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008810,Hillside and Calton Hill - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008811,Hillside and Calton Hill - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008812,Hillside and Calton Hill - 07,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007714,Hilltown - 01,"","","","","","","","","","","","",0,0,0,0,0,12.5
http://statistics.gov.scot/id/statistical-geography/S01007715,Hilltown - 02,"","","","","","","","","","","","",10,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007716,Hilltown - 03,"","","","","","","","","","","","",10.34,10.34,18.18,15.79,20,7.69
http://statistics.gov.scot/id/statistical-geography/S01007717,Hilltown - 04,"","","","","","","","","","","","",12.9,20,13.79,18.52,5,9.52
http://statistics.gov.scot/id/statistical-geography/S01007718,Hilltown - 05,"","","","","","","","","","","","",5.56,6.25,5.26,7.14,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01007719,Hilltown - 06,"","","","","","","","","","","","",9.09,12.5,10.34,9.09,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011918,"Hillyland, Tulloch and Inveralmond - 01","","","","","","","","","","","","",46.15,38.46,26.67,12.5,10,28.57
http://statistics.gov.scot/id/statistical-geography/S01011919,"Hillyland, Tulloch and Inveralmond - 02","","","","","","","","","","","","",20,21.74,27.59,23.08,20,10
http://statistics.gov.scot/id/statistical-geography/S01011920,"Hillyland, Tulloch and Inveralmond - 03","","","","","","","","","","","","",14.29,25,20,11.11,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011921,"Hillyland, Tulloch and Inveralmond - 04","","","","","","","","","","","","",36.36,30,37.5,50,12.5,12.5
http://statistics.gov.scot/id/statistical-geography/S01011922,"Hillyland, Tulloch and Inveralmond - 05","","","","","","","","","","","","",9.09,17.65,18.75,20,10,18.18
http://statistics.gov.scot/id/statistical-geography/S01011923,"Hillyland, Tulloch and Inveralmond - 06","","","","","","","","","","","","",30,33.33,18.18,14.29,10.53,15
http://statistics.gov.scot/id/statistical-geography/S01011924,"Hillyland, Tulloch and Inveralmond - 07","","","","","","","","","","","","",0,0,0,14.29,20,40
http://statistics.gov.scot/id/statistical-geography/S01011925,"Hillyland, Tulloch and Inveralmond - 08","","","","","","","","","","","","",0,0,0,0,12.5,16.67
http://statistics.gov.scot/id/statistical-geography/S01006686,Hilton - 01,"","","","","","","","","","","","",4.76,5.56,5.56,7.14,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01006687,Hilton - 02,"","","","","","","","","","","","",9.09,7.69,4.17,0,8.33,11.11
http://statistics.gov.scot/id/statistical-geography/S01006688,Hilton - 03,"","","","","","","","","","","","",22.22,15.38,20,16.67,9.09,0.00
http://statistics.gov.scot/id/statistical-geography/S01006689,Hilton - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006690,Hilton - 05,"","","","","","","","","","","","",5.26,0,0,7.69,8.33,7.69
http://statistics.gov.scot/id/statistical-geography/S01006691,Hilton - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006692,Hilton - 07,"","","","","","","","","","","","",0,0,0,8.33,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006693,Hilton - 08,"","","","","","","","","","","","",21.05,10.53,10,4.76,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012473,Holmston and Forehill - 01,"","","","","","","","","","","","",0,0,0,0,33.33,14.29
http://statistics.gov.scot/id/statistical-geography/S01012474,Holmston and Forehill - 02,"","","","","","","","","","","","",0,20,10,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012475,Holmston and Forehill - 03,"","","","","","","","","","","","",0,0,0,20,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012476,Holmston and Forehill - 04,"","","","","","","","","","","","",10.53,7.69,9.09,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012477,Holmston and Forehill - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012478,Holmston and Forehill - 06,"","","","","","","","","","","","",0,0,0,5.56,7.14,11.11
http://statistics.gov.scot/id/statistical-geography/S01012479,Holmston and Forehill - 07,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011497,Holytown - 01,"","","","","","","","","","","","",0,0,5,6.67,5.56,0.00
http://statistics.gov.scot/id/statistical-geography/S01011498,Holytown - 02,"","","","","","","","","","","","",0,0,0,16.67,11.11,9.09
http://statistics.gov.scot/id/statistical-geography/S01011499,Holytown - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011500,Holytown - 04,"","","","","","","","","","","","",10,10,14.29,33.33,22.22,18.18
http://statistics.gov.scot/id/statistical-geography/S01011501,Holytown - 05,"","","","","","","","","","","","",22.22,33.33,50,12.5,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011502,Holytown - 06,"","","","","","","","","","","","",0,10,23.08,33.33,36.36,50
http://statistics.gov.scot/id/statistical-geography/S01011503,Holytown - 07,"","","","","","","","","","","","",30.77,27.27,12.5,0,0,14.29
http://statistics.gov.scot/id/statistical-geography/S01011504,Holytown - 08,"","","","","","","","","","","","",10,12.5,0,0,0,5.88
http://statistics.gov.scot/id/statistical-geography/S01012233,Houston North - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
